,season,goals,name
11,Season 16/17,23,Glenn Murray
12,Season 17/18,14,Glenn Murray
13,Season 18/19,8,Glenn Murray
0,Season 13/14,4,Godfred Donsah
1,Season 14/15,2,Godfred Donsah
2,Season 15/16,2,Godfred Donsah
3,Season 16/17,1,Godfred Donsah
4,Season 17/18,2,Godfred Donsah
0,Season 13/14,5,Goncalo Paciencia
1,Season 14/15,12,Goncalo Paciencia
2,Season 15/16,4,Goncalo Paciencia
3,Season 16/17,1,Goncalo Paciencia
4,Season 17/18,10,Goncalo Paciencia
5,Season 18/19,1,Goncalo Paciencia
0,Season 03/04,8,Gonzalo Castro
1,Season 04/05,6,Gonzalo Castro
2,Season 05/06,3,Gonzalo Castro
3,Season 06/07,3,Gonzalo Castro
4,Season 07/08,1,Gonzalo Castro
5,Season 08/09,2,Gonzalo Castro
6,Season 09/10,1,Gonzalo Castro
7,Season 10/11,6,Gonzalo Castro
8,Season 11/12,2,Gonzalo Castro
9,Season 12/13,8,Gonzalo Castro
10,Season 13/14,5,Gonzalo Castro
11,Season 14/15,2,Gonzalo Castro
12,Season 15/16,7,Gonzalo Castro
13,Season 16/17,4,Gonzalo Castro
14,Season 17/18,1,Gonzalo Castro
15,Season 18/19,1,Gonzalo Castro
0,Season 14/15,1,Gonzalo Escalante
1,Season 15/16,3,Gonzalo Escalante
2,Season 16/17,2,Gonzalo Escalante
3,Season 17/18,1,Gonzalo Escalante
4,Season 18/19,3,Gonzalo Escalante
0,Season 05/06,5,Gonzalo Higuaín
1,Season 06/07,11,Gonzalo Higuaín
2,Season 07/08,9,Gonzalo Higuaín
3,Season 08/09,24,Gonzalo Higuaín
4,Season 09/10,29,Gonzalo Higuaín
5,Season 10/11,14,Gonzalo Higuaín
6,Season 11/12,26,Gonzalo Higuaín
7,Season 12/13,18,Gonzalo Higuaín
8,Season 13/14,24,Gonzalo Higuaín
9,Season 14/15,29,Gonzalo Higuaín
10,Season 15/16,38,Gonzalo Higuaín
11,Season 16/17,32,Gonzalo Higuaín
12,Season 17/18,23,Gonzalo Higuaín
13,Season 18/19,7,Gonzalo Higuaín
0,Season 13/14,7,Gonzalo Melero
1,Season 15/16,1,Gonzalo Melero
2,Season 16/17,7,Gonzalo Melero
3,Season 17/18,16,Gonzalo Melero
4,Season 18/19,1,Gonzalo Melero
0,Season 13/14,4,Gonçalo Guedes
1,Season 14/15,8,Gonçalo Guedes
2,Season 15/16,8,Gonçalo Guedes
3,Season 16/17,7,Gonçalo Guedes
4,Season 17/18,6,Gonçalo Guedes
0,Season 02/03,4,Goran Pandev
1,Season 03/04,1,Goran Pandev
2,Season 04/05,4,Goran Pandev
3,Season 05/06,12,Goran Pandev
4,Season 06/07,14,Goran Pandev
5,Season 07/08,19,Goran Pandev
6,Season 08/09,15,Goran Pandev
7,Season 09/10,3,Goran Pandev
8,Season 10/11,5,Goran Pandev
9,Season 11/12,7,Goran Pandev
10,Season 12/13,7,Goran Pandev
11,Season 13/14,8,Goran Pandev
12,Season 14/15,7,Goran Pandev
13,Season 16/17,7,Goran Pandev
14,Season 17/18,5,Goran Pandev
15,Season 18/19,2,Goran Pandev
0,Season 05/06,2,Gorka Elustondo
1,Season 06/07,4,Gorka Elustondo
2,Season 07/08,2,Gorka Elustondo
3,Season 08/09,1,Gorka Elustondo
4,Season 09/10,1,Gorka Elustondo
5,Season 10/11,1,Gorka Elustondo
6,Season 11/12,1,Gorka Elustondo
7,Season 12/13,1,Gorka Elustondo
8,Season 13/14,1,Gorka Elustondo
9,Season 14/15,1,Gorka Elustondo
10,Season 15/16,3,Gorka Elustondo
0,Season 14/15,1,Gorka Guruzeta
1,Season 16/17,7,Gorka Guruzeta
2,Season 17/18,18,Gorka Guruzeta
0,Season 08/09,1,Granit Xhaka
1,Season 09/10,8,Granit Xhaka
2,Season 10/11,6,Granit Xhaka
3,Season 11/12,1,Granit Xhaka
4,Season 12/13,1,Granit Xhaka
5,Season 14/15,5,Granit Xhaka
6,Season 15/16,3,Granit Xhaka
7,Season 16/17,4,Granit Xhaka
8,Season 17/18,3,Granit Xhaka
9,Season 18/19,2,Granit Xhaka
0,Season 09/10,1,Greg Cunningham
1,Season 12/13,1,Greg Cunningham
2,Season 13/14,1,Greg Cunningham
3,Season 14/15,3,Greg Cunningham
4,Season 15/16,2,Greg Cunningham
5,Season 16/17,1,Greg Cunningham
6,Season 17/18,1,Greg Cunningham
0,Season 09/10,2,Grégoire Defrel
1,Season 10/11,6,Grégoire Defrel
2,Season 11/12,4,Grégoire Defrel
3,Season 12/13,3,Grégoire Defrel
4,Season 13/14,4,Grégoire Defrel
5,Season 14/15,9,Grégoire Defrel
6,Season 15/16,7,Grégoire Defrel
7,Season 16/17,16,Grégoire Defrel
8,Season 17/18,1,Grégoire Defrel
9,Season 18/19,7,Grégoire Defrel
0,Season 08/09,1,Grégory Sertic
1,Season 12/13,1,Grégory Sertic
2,Season 13/14,3,Grégory Sertic
3,Season 14/15,1,Grégory Sertic
4,Season 16/17,1,Grégory Sertic
0,Season 16/17,3,Guessouma Fofana
0,Season 05/06,2,Guido Burgstaller
1,Season 06/07,8,Guido Burgstaller
2,Season 07/08,1,Guido Burgstaller
3,Season 08/09,8,Guido Burgstaller
4,Season 10/11,5,Guido Burgstaller
5,Season 11/12,7,Guido Burgstaller
6,Season 12/13,8,Guido Burgstaller
7,Season 13/14,12,Guido Burgstaller
8,Season 14/15,8,Guido Burgstaller
9,Season 15/16,14,Guido Burgstaller
10,Season 16/17,27,Guido Burgstaller
11,Season 17/18,13,Guido Burgstaller
12,Season 18/19,3,Guido Burgstaller
0,Season 11/12,2,Guido Carrillo
1,Season 12/13,4,Guido Carrillo
2,Season 13/14,12,Guido Carrillo
3,Season 14/15,13,Guido Carrillo
4,Season 2014,2,Guido Carrillo
5,Season 15/16,5,Guido Carrillo
6,Season 16/17,8,Guido Carrillo
7,Season 17/18,8,Guido Carrillo
8,Season 18/19,5,Guido Carrillo
0,Season 2015,1,Guilherme Arana
1,Season 2016,1,Guilherme Arana
2,Season 2017,2,Guilherme Arana
3,Season 18/19,1,Guilherme Arana
0,Season 15/16,2,Guillermo Maripán
1,Season 16/17,1,Guillermo Maripán
0,Season 05/06,1,Gustavo Cabral
1,Season 06/07,1,Gustavo Cabral
2,Season 2008,1,Gustavo Cabral
3,Season 08/09,2,Gustavo Cabral
4,Season 09/10,1,Gustavo Cabral
5,Season 10/11,1,Gustavo Cabral
6,Season 11/12,1,Gustavo Cabral
7,Season 12/13,1,Gustavo Cabral
8,Season 13/14,1,Gustavo Cabral
9,Season 14/15,1,Gustavo Cabral
10,Season 16/17,3,Gustavo Cabral
11,Season 17/18,2,Gustavo Cabral
0,Season 08/09,5,Gylfi Sigurdsson
1,Season 09/10,20,Gylfi Sigurdsson
2,Season 10/11,13,Gylfi Sigurdsson
3,Season 11/12,7,Gylfi Sigurdsson
4,Season 12/13,7,Gylfi Sigurdsson
5,Season 13/14,6,Gylfi Sigurdsson
6,Season 14/15,9,Gylfi Sigurdsson
7,Season 15/16,11,Gylfi Sigurdsson
8,Season 16/17,10,Gylfi Sigurdsson
9,Season 17/18,6,Gylfi Sigurdsson
10,Season 18/19,7,Gylfi Sigurdsson
0,Season 13/14,2,Gökhan Gül
1,Season 14/15,3,Gökhan Gül
2,Season 15/16,2,Gökhan Gül
3,Season 16/17,4,Gökhan Gül
4,Season 17/18,2,Gökhan Gül
0,Season 15/16,3,Haji Wright
1,Season 16/17,12,Haji Wright
2,Season 17/18,1,Haji Wright
3,Season 18/19,7,Haji Wright
0,Season 09/10,1,Hakan Calhanoglu
1,Season 10/11,3,Hakan Calhanoglu
2,Season 11/12,3,Hakan Calhanoglu
3,Season 12/13,17,Hakan Calhanoglu
4,Season 13/14,11,Hakan Calhanoglu
5,Season 14/15,13,Hakan Calhanoglu
6,Season 15/16,8,Hakan Calhanoglu
7,Season 16/17,7,Hakan Calhanoglu
8,Season 17/18,8,Hakan Calhanoglu
9,Season 18/19,1,Hakan Calhanoglu
0,Season 14/15,1,Hamari Traoré
1,Season 15/16,2,Hamari Traoré
2,Season 16/17,2,Hamari Traoré
0,Season 15/16,8,Hamed Junior Traorè
1,Season 16/17,9,Hamed Junior Traorè
2,Season 17/18,2,Hamed Junior Traorè
0,Season 16/17,1,Hamza Choudhury
0,Season 07/08,4,Hanno Behrens
1,Season 08/09,2,Hanno Behrens
2,Season 09/10,4,Hanno Behrens
3,Season 10/11,1,Hanno Behrens
4,Season 11/12,2,Hanno Behrens
5,Season 12/13,4,Hanno Behrens
6,Season 13/14,6,Hanno Behrens
7,Season 14/15,5,Hanno Behrens
8,Season 15/16,6,Hanno Behrens
9,Season 16/17,2,Hanno Behrens
10,Season 17/18,15,Hanno Behrens
11,Season 18/19,2,Hanno Behrens
0,Season 12/13,1,Hans Hateboer
1,Season 13/14,1,Hans Hateboer
2,Season 14/15,1,Hans Hateboer
3,Season 15/16,1,Hans Hateboer
4,Season 16/17,2,Hans Hateboer
5,Season 18/19,4,Hans Hateboer
0,Season 12/13,1,Harisson Manzala
1,Season 13/14,2,Harisson Manzala
2,Season 14/15,2,Harisson Manzala
3,Season 15/16,1,Harisson Manzala
4,Season 16/17,5,Harisson Manzala
5,Season 17/18,4,Harisson Manzala
0,Season 10/11,1,Harry Arter
1,Season 11/12,6,Harry Arter
2,Season 12/13,8,Harry Arter
3,Season 13/14,3,Harry Arter
4,Season 14/15,9,Harry Arter
5,Season 15/16,1,Harry Arter
6,Season 16/17,1,Harry Arter
7,Season 17/18,1,Harry Arter
0,Season 10/11,5,Harry Kane
1,Season 11/12,11,Harry Kane
2,Season 12/13,7,Harry Kane
3,Season 13/14,15,Harry Kane
4,Season 14/15,31,Harry Kane
5,Season 15/16,28,Harry Kane
6,Season 16/17,35,Harry Kane
7,Season 17/18,41,Harry Kane
8,Season 18/19,13,Harry Kane
0,Season 11/12,1,Harry Maguire
1,Season 12/13,5,Harry Maguire
2,Season 13/14,6,Harry Maguire
3,Season 14/15,1,Harry Maguire
4,Season 16/17,3,Harry Maguire
5,Season 17/18,2,Harry Maguire
6,Season 18/19,2,Harry Maguire
0,Season 13/14,1,Harry Winks
1,Season 14/15,2,Harry Winks
2,Season 16/17,1,Harry Winks
0,Season 13/14,1,Hassane Kamara
1,Season 14/15,4,Hassane Kamara
2,Season 16/17,2,Hassane Kamara
3,Season 17/18,1,Hassane Kamara
0,Season 04/05,1,Hatem Ben Arfa
1,Season 05/06,2,Hatem Ben Arfa
2,Season 06/07,1,Hatem Ben Arfa
3,Season 07/08,8,Hatem Ben Arfa
4,Season 08/09,8,Hatem Ben Arfa
5,Season 09/10,7,Hatem Ben Arfa
6,Season 10/11,1,Hatem Ben Arfa
7,Season 11/12,6,Hatem Ben Arfa
8,Season 12/13,4,Hatem Ben Arfa
9,Season 13/14,3,Hatem Ben Arfa
10,Season 14/15,1,Hatem Ben Arfa
11,Season 15/16,18,Hatem Ben Arfa
12,Season 16/17,4,Hatem Ben Arfa
13,Season 18/19,5,Hatem Ben Arfa
0,Season 2011,3,Havard Nielsen
1,Season 2012,7,Havard Nielsen
2,Season 12/13,4,Havard Nielsen
3,Season 13/14,4,Havard Nielsen
4,Season 14/15,10,Havard Nielsen
5,Season 16/17,2,Havard Nielsen
6,Season 18/19,1,Havard Nielsen
0,Season 10/11,3,Havard Nordtveit
1,Season 11/12,1,Havard Nordtveit
2,Season 12/13,2,Havard Nordtveit
3,Season 13/14,1,Havard Nordtveit
4,Season 14/15,3,Havard Nordtveit
5,Season 15/16,4,Havard Nordtveit
6,Season 18/19,1,Havard Nordtveit
0,Season 14/15,2,Hendrik Weydandt
1,Season 15/16,16,Hendrik Weydandt
2,Season 16/17,12,Hendrik Weydandt
3,Season 17/18,16,Hendrik Weydandt
4,Season 18/19,8,Hendrik Weydandt
0,Season 09/10,25,Henrikh Mkhitaryan
1,Season 10/11,8,Henrikh Mkhitaryan
2,Season 11/12,11,Henrikh Mkhitaryan
3,Season 12/13,29,Henrikh Mkhitaryan
4,Season 13/14,13,Henrikh Mkhitaryan
5,Season 14/15,5,Henrikh Mkhitaryan
6,Season 15/16,23,Henrikh Mkhitaryan
7,Season 16/17,11,Henrikh Mkhitaryan
8,Season 17/18,6,Henrikh Mkhitaryan
9,Season 18/19,2,Henrikh Mkhitaryan
0,Season 09/10,1,Hernán Pérez
1,Season 10/11,4,Hernán Pérez
2,Season 11/12,4,Hernán Pérez
3,Season 12/13,2,Hernán Pérez
4,Season 13/14,4,Hernán Pérez
5,Season 14/15,4,Hernán Pérez
6,Season 15/16,7,Hernán Pérez
7,Season 16/17,4,Hernán Pérez
8,Season 18/19,2,Hernán Pérez
0,Season 15/16,1,Hervé Lybohy
1,Season 16/17,2,Hervé Lybohy
2,Season 17/18,3,Hervé Lybohy
3,Season 18/19,1,Hervé Lybohy
0,Season 08/09,9,Heung-min Son
1,Season 09/10,9,Heung-min Son
2,Season 10/11,3,Heung-min Son
3,Season 11/12,5,Heung-min Son
4,Season 12/13,12,Heung-min Son
5,Season 13/14,12,Heung-min Son
6,Season 14/15,17,Heung-min Son
7,Season 15/16,8,Heung-min Son
8,Season 16/17,21,Heung-min Son
9,Season 17/18,18,Heung-min Son
10,Season 18/19,5,Heung-min Son
0,Season 14/15,4,Hidde ter Avest
1,Season 15/16,2,Hidde ter Avest
2,Season 16/17,1,Hidde ter Avest
0,Season 01/02,2,Hilton
1,Season 03/04,1,Hilton
2,Season 04/05,2,Hilton
3,Season 05/06,4,Hilton
4,Season 06/07,2,Hilton
5,Season 07/08,2,Hilton
6,Season 08/09,1,Hilton
7,Season 09/10,2,Hilton
8,Season 11/12,1,Hilton
9,Season 12/13,1,Hilton
10,Season 13/14,3,Hilton
11,Season 14/15,3,Hilton
12,Season 15/16,1,Hilton
13,Season 16/17,1,Hilton
0,Season 2010,1,Hiroki Sakai
1,Season 11/12,4,Hiroki Sakai
2,Season 13/14,1,Hiroki Sakai
3,Season 15/16,1,Hiroki Sakai
4,Season 17/18,1,Hiroki Sakai
0,Season 06/07,1,Holger Badstuber
1,Season 07/08,8,Holger Badstuber
2,Season 08/09,3,Holger Badstuber
3,Season 09/10,1,Holger Badstuber
4,Season 14/15,1,Holger Badstuber
5,Season 17/18,2,Holger Badstuber
0,Season 16/17,5,Houssem Aouar
1,Season 17/18,7,Houssem Aouar
2,Season 18/19,5,Houssem Aouar
0,Season 10/11,1,Hugo Mallo
1,Season 14/15,1,Hugo Mallo
2,Season 15/16,1,Hugo Mallo
3,Season 16/17,3,Hugo Mallo
4,Season 18/19,1,Hugo Mallo
0,Season 11/12,12,Hyun-jun Suk
1,Season 12/13,7,Hyun-jun Suk
2,Season 13/14,2,Hyun-jun Suk
3,Season 14/15,11,Hyun-jun Suk
4,Season 15/16,14,Hyun-jun Suk
5,Season 16/17,3,Hyun-jun Suk
6,Season 17/18,6,Hyun-jun Suk
0,Season 11/12,1,Héctor Bellerín
1,Season 12/13,2,Héctor Bellerín
2,Season 13/14,2,Héctor Bellerín
3,Season 14/15,2,Héctor Bellerín
4,Season 15/16,1,Héctor Bellerín
5,Season 16/17,1,Héctor Bellerín
6,Season 17/18,3,Héctor Bellerín
0,Season 07/08,3,Héctor Moreno
1,Season 08/09,1,Héctor Moreno
2,Season 09/10,4,Héctor Moreno
3,Season 10/11,1,Héctor Moreno
4,Season 11/12,3,Héctor Moreno
5,Season 12/13,2,Héctor Moreno
6,Season 13/14,1,Héctor Moreno
7,Season 14/15,1,Héctor Moreno
8,Season 15/16,6,Héctor Moreno
9,Season 16/17,7,Héctor Moreno
10,Season 17/18,1,Héctor Moreno
0,Season 13/14,8,Hélder Costa
1,Season 14/15,7,Hélder Costa
2,Season 15/16,5,Hélder Costa
3,Season 16/17,12,Hélder Costa
4,Season 17/18,5,Hélder Costa
5,Season 18/19,1,Hélder Costa
0,Season 08/09,4,Iago Aspas
1,Season 09/10,6,Iago Aspas
2,Season 10/11,5,Iago Aspas
3,Season 11/12,25,Iago Aspas
4,Season 12/13,12,Iago Aspas
5,Season 13/14,1,Iago Aspas
6,Season 14/15,10,Iago Aspas
7,Season 15/16,18,Iago Aspas
8,Season 16/17,26,Iago Aspas
9,Season 17/18,23,Iago Aspas
10,Season 18/19,11,Iago Aspas
0,Season 08/09,13,Iago Falque
1,Season 09/10,8,Iago Falque
2,Season 10/11,11,Iago Falque
3,Season 12/13,9,Iago Falque
4,Season 13/14,7,Iago Falque
5,Season 14/15,13,Iago Falque
6,Season 15/16,3,Iago Falque
7,Season 16/17,12,Iago Falque
8,Season 17/18,14,Iago Falque
9,Season 18/19,2,Iago Falque
0,Season 10/11,2,Ibai Gómez
1,Season 11/12,2,Ibai Gómez
2,Season 12/13,5,Ibai Gómez
3,Season 13/14,7,Ibai Gómez
4,Season 14/15,2,Ibai Gómez
5,Season 16/17,7,Ibai Gómez
6,Season 17/18,7,Ibai Gómez
7,Season 18/19,3,Ibai Gómez
0,Season 14/15,2,Ibrahim Amadou
1,Season 15/16,1,Ibrahim Amadou
2,Season 16/17,2,Ibrahim Amadou
0,Season 17/18,1,Ibrahim Sangaré
1,Season 18/19,1,Ibrahim Sangaré
0,Season 12/13,1,Ibrahima Cissé
1,Season 14/15,1,Ibrahima Cissé
2,Season 16/17,1,Ibrahima Cissé
0,Season 16/17,1,Ibrahima Konaté
1,Season 18/19,2,Ibrahima Konaté
0,Season 11/12,3,Ibrahima Mbaye
1,Season 12/13,3,Ibrahima Mbaye
2,Season 13/14,2,Ibrahima Mbaye
3,Season 14/15,1,Ibrahima Mbaye
4,Season 17/18,1,Ibrahima Mbaye
5,Season 18/19,2,Ibrahima Mbaye
0,Season 17/18,1,Ibrahima Sissoko
1,Season 18/19,1,Ibrahima Sissoko
0,Season 06/07,4,Ibrahima Traoré
1,Season 07/08,3,Ibrahima Traoré
2,Season 08/09,7,Ibrahima Traoré
3,Season 09/10,7,Ibrahima Traoré
4,Season 10/11,1,Ibrahima Traoré
5,Season 11/12,2,Ibrahima Traoré
6,Season 12/13,4,Ibrahima Traoré
7,Season 13/14,2,Ibrahima Traoré
8,Season 14/15,5,Ibrahima Traoré
9,Season 15/16,4,Ibrahima Traoré
10,Season 16/17,1,Ibrahima Traoré
0,Season 11/12,1,Idriss Saadi
1,Season 12/13,7,Idriss Saadi
2,Season 13/14,7,Idriss Saadi
3,Season 14/15,12,Idriss Saadi
4,Season 15/16,1,Idriss Saadi
5,Season 16/17,16,Idriss Saadi
6,Season 17/18,5,Idriss Saadi
0,Season 10/11,1,Idrissa Gueye
1,Season 13/14,1,Idrissa Gueye
2,Season 14/15,4,Idrissa Gueye
3,Season 15/16,1,Idrissa Gueye
4,Season 16/17,1,Idrissa Gueye
5,Season 17/18,3,Idrissa Gueye
0,Season 07/08,2,Ignacio Camacho
1,Season 11/12,1,Ignacio Camacho
2,Season 12/13,3,Ignacio Camacho
3,Season 13/14,5,Ignacio Camacho
4,Season 14/15,4,Ignacio Camacho
5,Season 15/16,2,Ignacio Camacho
6,Season 16/17,4,Ignacio Camacho
7,Season 17/18,1,Ignacio Camacho
0,Season 14/15,2,Ignacio Pussetto
1,Season 15/16,2,Ignacio Pussetto
2,Season 16/17,2,Ignacio Pussetto
3,Season 17/18,9,Ignacio Pussetto
4,Season 18/19,2,Ignacio Pussetto
0,Season 09/10,1,Ignasi Miquel
1,Season 10/11,1,Ignasi Miquel
2,Season 12/13,1,Ignasi Miquel
3,Season 13/14,1,Ignasi Miquel
4,Season 16/17,2,Ignasi Miquel
5,Season 17/18,1,Ignasi Miquel
0,Season 04/05,2,Ignazio Abate
1,Season 06/07,1,Ignazio Abate
2,Season 07/08,2,Ignazio Abate
3,Season 08/09,1,Ignazio Abate
4,Season 13/14,1,Ignazio Abate
5,Season 15/16,1,Ignazio Abate
6,Season 17/18,1,Ignazio Abate
0,Season 09/10,1,Igor Lewczuk
1,Season 11/12,1,Igor Lewczuk
2,Season 13/14,1,Igor Lewczuk
3,Season 14/15,1,Igor Lewczuk
4,Season 15/16,2,Igor Lewczuk
5,Season 16/17,3,Igor Lewczuk
0,Season 15/16,1,Igor Zubeldia
1,Season 16/17,2,Igor Zubeldia
2,Season 17/18,1,Igor Zubeldia
0,Season 12/13,11,Ihlas Bebou
1,Season 13/14,4,Ihlas Bebou
2,Season 14/15,2,Ihlas Bebou
3,Season 15/16,4,Ihlas Bebou
4,Season 16/17,6,Ihlas Bebou
5,Season 17/18,8,Ihlas Bebou
6,Season 18/19,4,Ihlas Bebou
0,Season 15/16,1,Ihsan Sacko
1,Season 16/17,4,Ihsan Sacko
0,Season 09/10,6,Iker Muniain
1,Season 10/11,5,Iker Muniain
2,Season 11/12,9,Iker Muniain
3,Season 12/13,2,Iker Muniain
4,Season 13/14,9,Iker Muniain
5,Season 14/15,2,Iker Muniain
6,Season 15/16,2,Iker Muniain
7,Season 16/17,7,Iker Muniain
8,Season 17/18,5,Iker Muniain
9,Season 18/19,4,Iker Muniain
0,Season 06/07,2,Ilkay Gündogan
1,Season 07/08,14,Ilkay Gündogan
2,Season 08/09,12,Ilkay Gündogan
3,Season 09/10,3,Ilkay Gündogan
4,Season 10/11,5,Ilkay Gündogan
5,Season 11/12,4,Ilkay Gündogan
6,Season 12/13,4,Ilkay Gündogan
7,Season 13/14,1,Ilkay Gündogan
8,Season 14/15,3,Ilkay Gündogan
9,Season 15/16,3,Ilkay Gündogan
10,Season 16/17,5,Ilkay Gündogan
11,Season 17/18,6,Ilkay Gündogan
12,Season 18/19,3,Ilkay Gündogan
0,Season 13/14,2,Isaac Hayden
1,Season 15/16,1,Isaac Hayden
2,Season 16/17,2,Isaac Hayden
3,Season 17/18,1,Isaac Hayden
0,Season 2012,2,Isaac Kiese Thelin
1,Season 2013,15,Isaac Kiese Thelin
2,Season 2014,4,Isaac Kiese Thelin
3,Season 14/15,1,Isaac Kiese Thelin
4,Season 15/16,1,Isaac Kiese Thelin
5,Season 16/17,5,Isaac Kiese Thelin
6,Season 17/18,19,Isaac Kiese Thelin
7,Season 18/19,1,Isaac Kiese Thelin
0,Season 14/15,1,Isaac Mbenza
1,Season 15/16,6,Isaac Mbenza
2,Season 16/17,5,Isaac Mbenza
3,Season 17/18,10,Isaac Mbenza
0,Season 14/15,8,Isaac Success
1,Season 15/16,6,Isaac Success
2,Season 16/17,1,Isaac Success
3,Season 18/19,3,Isaac Success
0,Season 10/11,2,Isco
1,Season 11/12,5,Isco
2,Season 12/13,12,Isco
3,Season 13/14,11,Isco
4,Season 14/15,6,Isco
5,Season 15/16,5,Isco
6,Season 16/17,11,Isco
7,Season 17/18,9,Isco
8,Season 18/19,4,Isco
0,Season 12/13,8,Ishak Belfodil
1,Season 13/14,1,Ishak Belfodil
2,Season 14/15,1,Ishak Belfodil
3,Season 15/16,11,Ishak Belfodil
4,Season 16/17,17,Ishak Belfodil
5,Season 17/18,6,Ishak Belfodil
6,Season 18/19,5,Ishak Belfodil
0,Season 14/15,2,Ismail Azzaoui
1,Season 15/16,1,Ismail Azzaoui
2,Season 16/17,2,Ismail Azzaoui
3,Season 17/18,5,Ismail Azzaoui
0,Season 14/15,1,Ismaël Bennacer
1,Season 15/16,3,Ismaël Bennacer
2,Season 16/17,1,Ismaël Bennacer
3,Season 17/18,2,Ismaël Bennacer
0,Season 13/14,1,Ismaël Diomandé
1,Season 15/16,1,Ismaël Diomandé
2,Season 17/18,3,Ismaël Diomandé
0,Season 08/09,1,Ismaël Traoré
1,Season 11/12,1,Ismaël Traoré
2,Season 14/15,1,Ismaël Traoré
3,Season 15/16,2,Ismaël Traoré
4,Season 16/17,1,Ismaël Traoré
5,Season 17/18,3,Ismaël Traoré
6,Season 18/19,3,Ismaël Traoré
0,Season 16/17,5,Ismaïla Sarr
1,Season 17/18,5,Ismaïla Sarr
2,Season 18/19,6,Ismaïla Sarr
0,Season 15/16,1,Issa Diop
1,Season 16/17,2,Issa Diop
2,Season 17/18,3,Issa Diop
3,Season 18/19,1,Issa Diop
0,Season 16/17,2,Issah Abass
1,Season 17/18,12,Issah Abass
2,Season 18/19,3,Issah Abass
0,Season 12/13,1,Issiaga Sylla
1,Season 13/14,4,Issiaga Sylla
2,Season 14/15,1,Issiaga Sylla
3,Season 16/17,1,Issiaga Sylla
4,Season 17/18,2,Issiaga Sylla
5,Season 18/19,1,Issiaga Sylla
0,Season 13/14,10,Iuri Medeiros
1,Season 14/15,6,Iuri Medeiros
2,Season 15/16,10,Iuri Medeiros
3,Season 16/17,8,Iuri Medeiros
4,Season 17/18,4,Iuri Medeiros
0,Season 12/13,12,Ivan Cavaleiro
1,Season 13/14,13,Ivan Cavaleiro
2,Season 14/15,3,Ivan Cavaleiro
3,Season 15/16,3,Ivan Cavaleiro
4,Season 16/17,5,Ivan Cavaleiro
5,Season 17/18,9,Ivan Cavaleiro
6,Season 18/19,2,Ivan Cavaleiro
0,Season 14/15,2,Ivan Lakicevic
0,Season 08/09,8,Ivan Perisic
1,Season 09/10,13,Ivan Perisic
2,Season 10/11,22,Ivan Perisic
3,Season 11/12,9,Ivan Perisic
4,Season 12/13,6,Ivan Perisic
5,Season 13/14,11,Ivan Perisic
6,Season 14/15,7,Ivan Perisic
7,Season 15/16,11,Ivan Perisic
8,Season 16/17,11,Ivan Perisic
9,Season 17/18,11,Ivan Perisic
10,Season 18/19,2,Ivan Perisic
0,Season 10/11,1,Ivan Radovanovic
1,Season 11/12,2,Ivan Radovanovic
2,Season 13/14,1,Ivan Radovanovic
3,Season 14/15,1,Ivan Radovanovic
4,Season 17/18,1,Ivan Radovanovic
0,Season 05/06,9,Ivan Rakitic
1,Season 06/07,11,Ivan Rakitic
2,Season 07/08,4,Ivan Rakitic
3,Season 08/09,3,Ivan Rakitic
4,Season 09/10,7,Ivan Rakitic
5,Season 10/11,8,Ivan Rakitic
6,Season 11/12,1,Ivan Rakitic
7,Season 12/13,11,Ivan Rakitic
8,Season 13/14,15,Ivan Rakitic
9,Season 14/15,8,Ivan Rakitic
10,Season 15/16,9,Ivan Rakitic
11,Season 16/17,8,Ivan Rakitic
12,Season 17/18,4,Ivan Rakitic
13,Season 18/19,3,Ivan Rakitic
0,Season 08/09,1,Ivan Strinic
1,Season 09/10,4,Ivan Strinic
2,Season 10/11,2,Ivan Strinic
3,Season 11/12,2,Ivan Strinic
0,Season 2013,1,Iver Fossum
1,Season 2014,3,Iver Fossum
2,Season 2015,12,Iver Fossum
3,Season 16/17,1,Iver Fossum
4,Season 17/18,1,Iver Fossum
0,Season 13/14,8,Ivi
1,Season 14/15,3,Ivi
2,Season 15/16,9,Ivi
3,Season 16/17,14,Ivi
4,Season 17/18,5,Ivi
0,Season 13/14,4,Iván Alejo
1,Season 14/15,1,Iván Alejo
2,Season 15/16,1,Iván Alejo
3,Season 16/17,3,Iván Alejo
4,Season 17/18,1,Iván Alejo
0,Season 08/09,2,Iván Marcano
1,Season 09/10,1,Iván Marcano
2,Season 10/11,1,Iván Marcano
3,Season 11/12,5,Iván Marcano
4,Season 12/13,2,Iván Marcano
5,Season 13/14,3,Iván Marcano
6,Season 15/16,2,Iván Marcano
7,Season 16/17,5,Iván Marcano
8,Season 17/18,7,Iván Marcano
0,Season 03/04,1,Iván Ramis
1,Season 07/08,3,Iván Ramis
2,Season 10/11,3,Iván Ramis
3,Season 11/12,2,Iván Ramis
4,Season 12/13,3,Iván Ramis
5,Season 13/14,2,Iván Ramis
6,Season 16/17,3,Iván Ramis
7,Season 17/18,3,Iván Ramis
0,Season 13/14,8,Iñaki Williams
1,Season 14/15,17,Iñaki Williams
2,Season 15/16,13,Iñaki Williams
3,Season 16/17,8,Iñaki Williams
4,Season 17/18,10,Iñaki Williams
5,Season 18/19,6,Iñaki Williams
0,Season 14/15,1,Iñigo Córdoba
